"","delta1","delta2","pow","ess"
"312",0.4,0.7,0,31.1882917181211
"313",0.4,0.8,0,30.9932255502627
"314",0.4,0.9,0,30.673766260049
"315",0.4,1,0,30.5688950542173
"316",0.5,-1,0,30.8001196071485
"317",0.5,-0.9,0,31.2127871187259
"318",0.5,-0.8,0,32.2525153424314
"319",0.5,-0.7,0,33.5200291089088
"320",0.5,-0.6,0,37.6962204018047
"321",0.5,-0.5,0,48.0670288228098
"322",0.5,-0.4,0,73.415501052513
"323",0.5,-0.3,0,109.239313268056
"324",0.5,-0.2,0,125.445189003741
"325",0.5,-0.1,0,127.560354536037
"326",0.5,0,0,125.005739113904
"327",0.5,0.1,0,106.990817905316
"328",0.5,0.2,0,70.9471199282656
"329",0.5,0.3,0,46.9677539756461
"330",0.5,0.4,0,37.1791076047234
"331",0.5,0.5,0,33.470376706723
"332",0.5,0.6,0,31.8835313290536
"333",0.5,0.7,0,31.1882917181211
"334",0.5,0.8,0,30.9932255502627
"335",0.5,0.9,0,30.673766260049
"336",0.5,1,0,30.5688950542173
"337",0.6,-1,0,30.8001196071485
"338",0.6,-0.9,0,31.2127871187259
"339",0.6,-0.8,0,32.2525153424314
"340",0.6,-0.7,0,33.5200291089088
"341",0.6,-0.6,0,37.6962204018047
"342",0.6,-0.5,0,48.0670288228098
"343",0.6,-0.4,0,73.415501052513
"344",0.6,-0.3,0,109.239313268056
"345",0.6,-0.2,0,125.445189003741
"346",0.6,-0.1,0,127.560354536037
"347",0.6,0,0,125.005739113904
"348",0.6,0.1,0,106.990817905316
"349",0.6,0.2,0,70.9471199282656
"350",0.6,0.3,0,46.9677539756461
"351",0.6,0.4,0,37.1791076047234
"352",0.6,0.5,0,33.470376706723
"353",0.6,0.6,0,31.8835313290536
"354",0.6,0.7,0,31.1882917181211
"355",0.6,0.8,0,30.9932255502627
"356",0.6,0.9,0,30.673766260049
"357",0.6,1,0,30.5688950542173
"358",0.7,-1,0,30.8001196071485
"359",0.7,-0.9,0,31.2127871187259
"360",0.7,-0.8,0,32.2525153424314
"361",0.7,-0.7,0,33.5200291089088
"362",0.7,-0.6,0,37.6962204018047
"363",0.7,-0.5,0,48.0670288228098
"364",0.7,-0.4,0,73.415501052513
"365",0.7,-0.3,0,109.239313268056
"366",0.7,-0.2,0,125.445189003741
"367",0.7,-0.1,0,127.560354536037
"368",0.7,0,0,125.005739113904
"369",0.7,0.1,0,106.990817905316
"370",0.7,0.2,0,70.9471199282656
"371",0.7,0.3,0,46.9677539756461
"372",0.7,0.4,0,37.1791076047234
"373",0.7,0.5,0,33.470376706723
"374",0.7,0.6,0,31.8835313290536
"375",0.7,0.7,0,31.1882917181211
"376",0.7,0.8,0,30.9932255502627
"377",0.7,0.9,0,30.673766260049
"378",0.7,1,0,30.5688950542173
"379",0.8,-1,0,30.8001196071485
"380",0.8,-0.9,0,31.2127871187259
"381",0.8,-0.8,0,32.2525153424314
"382",0.8,-0.7,0,33.5200291089088
"383",0.8,-0.6,0,37.6962204018047
"384",0.8,-0.5,0,48.0670288228098
"385",0.8,-0.4,0,73.415501052513
"386",0.8,-0.3,0,109.239313268056
"387",0.8,-0.2,0,125.445189003741
"388",0.8,-0.1,0,127.560354536037
"389",0.8,0,0,125.005739113904
"390",0.8,0.1,0,106.990817905316
"391",0.8,0.2,0,70.9471199282656
"392",0.8,0.3,0,46.9677539756461
"393",0.8,0.4,0,37.1791076047234
"394",0.8,0.5,0,33.470376706723
"395",0.8,0.6,0,31.8835313290536
"396",0.8,0.7,0,31.1882917181211
"397",0.8,0.8,0,30.9932255502627
"398",0.8,0.9,0,30.673766260049
"399",0.8,1,0,30.5688950542173
"400",0.9,-1,0,30.8001196071485
"401",0.9,-0.9,0,31.2127871187259
"402",0.9,-0.8,0,32.2525153424314
"403",0.9,-0.7,0,33.5200291089088
"404",0.9,-0.6,0,37.6962204018047
"405",0.9,-0.5,0,48.0670288228098
"406",0.9,-0.4,0,73.415501052513
"407",0.9,-0.3,0,109.239313268056
"408",0.9,-0.2,0,125.445189003741
"409",0.9,-0.1,0,127.560354536037
"410",0.9,0,0,125.005739113904
"411",0.9,0.1,0,106.990817905316
"412",0.9,0.2,0,70.9471199282656
"413",0.9,0.3,0,46.9677539756461
"414",0.9,0.4,0,37.1791076047234
"415",0.9,0.5,0,33.470376706723
"416",0.9,0.6,0,31.8835313290536
"417",0.9,0.7,0,31.1882917181211
"418",0.9,0.8,0,30.9932255502627
"419",0.9,0.9,0,30.673766260049
"420",0.9,1,0,30.5688950542173
"421",1,-1,0,30.8001196071485
"422",1,-0.9,0,31.2127871187259
"423",1,-0.8,0,32.2525153424314
"424",1,-0.7,0,33.5200291089088
"425",1,-0.6,0,37.6962204018047
"426",1,-0.5,0,48.0670288228098
"427",1,-0.4,0,73.415501052513
"428",1,-0.3,0,109.239313268056
"429",1,-0.2,0,125.445189003741
"430",1,-0.1,0,127.560354536037
"431",1,0,0,125.005739113904
"432",1,0.1,0,106.990817905316
"433",1,0.2,0,70.9471199282656
"434",1,0.3,0,46.9677539756461
"435",1,0.4,0,37.1791076047234
"436",1,0.5,0,33.470376706723
"437",1,0.6,0,31.8835313290536
"438",1,0.7,0,31.1882917181211
"439",1,0.8,0,30.9932255502627
"440",1,0.9,0,30.673766260049
"441",1,1,0,30.5688950542173
