"","delta1","delta2","pow","ess"
"404",0.9,-0.6,0,29.9017863825452
"405",0.9,-0.5,0,29.6959362104754
"406",0.9,-0.4,0,29.7405534305588
"407",0.9,-0.3,0,29.7671887881948
"408",0.9,-0.2,0,29.4999677039302
"409",0.9,-0.1,0,29.4612463405453
"410",0.9,0,0,29.917781844192
"411",0.9,0.1,0,29.6220946124274
"412",0.9,0.2,0,29.4943902312945
"413",0.9,0.3,0,29.872963454589
"414",0.9,0.4,0,29.7818200387529
"415",0.9,0.5,0,29.5890963222332
"416",0.9,0.6,0,29.7538373092187
"417",0.9,0.7,0,29.7282163779094
"418",0.9,0.8,0,29.8428541169345
"419",0.9,0.9,0,29.8636437136465
"420",0.9,1,0,29.7718772970385
"421",1,-1,0,29.7864468328625
"422",1,-0.9,0,29.612635965032
"423",1,-0.8,0,29.6557321418812
"424",1,-0.7,0,29.5495659399074
"425",1,-0.6,0,29.9017863825452
"426",1,-0.5,0,29.6959362104754
"427",1,-0.4,0,29.7405534305588
"428",1,-0.3,0,29.7671887881948
"429",1,-0.2,0,29.4999677039302
"430",1,-0.1,0,29.4612463405453
"431",1,0,0,29.917781844192
"432",1,0.1,0,29.6220946124274
"433",1,0.2,0,29.4943902312945
"434",1,0.3,0,29.872963454589
"435",1,0.4,0,29.7818200387529
"436",1,0.5,0,29.5890963222332
"437",1,0.6,0,29.7538373092187
"438",1,0.7,0,29.7282163779094
"439",1,0.8,0,29.8428541169345
"440",1,0.9,0,29.8636437136465
"441",1,1,0,29.7718772970385
